,teamId,teamName,playerId,playerName,min,xG,eventType,teamColor,match_id,isOwnGoal,x,y,situation
0,8600,Udinese,844504,Rodrigo Becao,2,0.0860033929347992,Goal,#907850,3919071,False,102.34482469249173,39.545001283464885,FromCorner
1,8564,Milan,750027,Brahim Diaz,7,0.05414003133773804,AttemptSaved,#302028,3919071,False,95.3508786640393,19.304967888128218,RegularPlay
2,8564,Milan,724371,Theo Hernández,11,0.7884,Goal,#302028,3919071,False,94.0,34.0,Penalty
3,8564,Milan,265725,Ante Rebic,15,0.07505524158477783,Goal,#302028,3919071,False,94.0,32.01750116348266,RegularPlay
4,8564,Milan,848844,Rafael Leao,18,0.03354942798614502,Miss,#302028,3919071,False,78.76844316626887,43.30012845258713,RegularPlay
5,8600,Udinese,534484,Isaac Success,20,0.03064650297164917,Miss,#907850,3919071,False,98.5350847743214,21.617070601843565,ThrowInSetPiece
6,8600,Udinese,251925,Gerard Deulofeu,28,0.14080560207366943,AttemptSaved,#907850,3919071,False,91.80000305175781,22.878216564699997,FastBreak
7,8564,Milan,609624,Ismael Bennacer,30,0.032694995403289795,Miss,#302028,3919071,False,81.69660537933113,17.203057059128216,FreeKick
8,8600,Udinese,500502,Adam Masina,45,0.03498190641403198,Goal,#907850,3919071,False,94.0964897540607,37.779999908447266,RegularPlay
9,8564,Milan,750027,Brahim Diaz,46,0.7649035453796387,Goal,#302028,3919071,False,103.86207185950828,32.24625058174133,RegularPlay
10,8600,Udinese,534484,Isaac Success,52,0.032063066959381104,Miss,#907850,3919071,False,78.76844316626887,51.21732270122574,RegularPlay
11,8564,Milan,265725,Ante Rebic,57,0.04767400026321411,Miss,#302028,3919071,False,92.30000305175781,50.09630466151287,FromCorner
12,8564,Milan,724371,Theo Hernández,63,0.04978233575820923,Miss,#302028,3919071,False,76.96650313753443,35.06750116348267,FreeKick
13,8564,Milan,265725,Ante Rebic,68,0.258682519197464,Goal,#302028,3919071,False,97.47368273756071,33.313748836517334,RegularPlay
14,8564,Milan,848844,Rafael Leao,75,0.03482440114021301,Miss,#302028,3919071,False,90.9000015258789,25.99624955892563,RegularPlay
15,8564,Milan,921341,Alexis Saelemaekers,78,0.026029884815216064,AttemptSaved,#302028,3919071,False,85.17206046087588,23.438725584556433,RegularPlay
16,8564,Milan,921341,Alexis Saelemaekers,79,0.006477147340774536,Miss,#302028,3919071,False,82.25971217533113,26.632188382148744,FromCorner
17,8564,Milan,46469,Olivier Giroud,81,0.08533641695976257,AttemptSaved,#302028,3919071,False,90.5,30.416249418258666,FastBreak
18,8564,Milan,921341,Alexis Saelemaekers,86,0.06831470131874084,Miss,#302028,3919071,False,96.60526021232141,21.757198524987132,RegularPlay
19,8600,Udinese,1050178,Lazar Samardzic,88,0.036083072423934937,AttemptSaved,#907850,3919071,False,82.03446430153443,35.677500581741334,RegularPlay
20,8600,Udinese,1178363,Brandon Soppy,89,0.023448407649993896,Miss,#907850,3919071,False,86.352941176,61.178387620739144,RegularPlay
21,8600,Udinese,557346,Sandi Lovric,90,0.052203088998794556,Miss,#907850,3919071,False,81.58397714626886,35.525000000000006,RegularPlay
22,8600,Udinese,1178363,Brandon Soppy,90,0.05121976137161255,AttemptSaved,#907850,3919071,False,100.44827296849174,39.629047619999994,RegularPlay
23,9882,Sampdoria,847357,Mehdi Leris,1,0.22007840871810913,AttemptSaved,#0888D0,3919073,False,92.4000015258789,33.54250116348266,RegularPlay
24,8524,Atalanta,116555,Duvan Zapata,5,0.019666314125061035,Miss,#1878B8,3919073,False,94.0964897540607,18.254012473628215,RegularPlay
25,8524,Atalanta,759097,Joakim Mæhle,22,0.8344166278839111,Post,#1878B8,3919073,False,102.72413648424586,36.058750581741336,RegularPlay
26,8524,Atalanta,127374,Rafael Toloi,26,0.7913343906402588,Goal,#1878B8,3919073,False,103.29310055449173,36.21125116348267,RegularPlay
27,8524,Atalanta,116555,Duvan Zapata,31,0.0362238883972168,AttemptSaved,#1878B8,3919073,False,92.9000015258789,48.76509340072573,RegularPlay
28,9882,Sampdoria,769644,Abdelhamid Sabiri,33,0.038204848766326904,AttemptSaved,#0888D0,3919073,False,88.69999694824219,22.317707544843564,RegularPlay
29,8524,Atalanta,446266,Mario Pasalic,37,0.016673415899276733,AttemptSaved,#1878B8,3919073,False,79.33154996226887,25.765000882148744,RegularPlay
30,9882,Sampdoria,769644,Abdelhamid Sabiri,41,0.013589054346084595,AttemptSaved,#0888D0,3919073,False,73.02475556553443,54.01987047322574,SetPiece
31,9882,Sampdoria,769644,Abdelhamid Sabiri,45,0.019851207733154297,AttemptSaved,#0888D0,3919073,False,77.75485780733112,35.06750116348267,RegularPlay
32,9882,Sampdoria,769644,Abdelhamid Sabiri,45,0.03788068890571594,Miss,#0888D0,3919073,False,76.2907767008,27.53047619,FreeKick
33,8524,Atalanta,446266,Mario Pasalic,56,0.08412131667137146,AttemptSaved,#1878B8,3919073,False,102.629310345,43.44025370301287,RegularPlay
34,9882,Sampdoria,722983,Fabio Depaoli,64,0.11150678992271423,AttemptSaved,#0888D0,3919073,False,94.4824561388,26.69,RegularPlay
35,9882,Sampdoria,769644,Abdelhamid Sabiri,64,0.09001925587654114,Miss,#0888D0,3919073,False,95.73684504877859,35.219998836517334,RegularPlay
36,8524,Atalanta,866516,Teun Koopmeiners,67,0.027920812368392944,AttemptSaved,#1878B8,3919073,False,87.74853268775178,15.171210191699998,SetPiece
37,8524,Atalanta,759097,Joakim Mæhle,67,0.031326472759246826,Miss,#1878B8,3919073,False,86.67500327575178,42.23499911785126,SetPiece
38,9882,Sampdoria,769644,Abdelhamid Sabiri,70,0.13177987933158875,Post,#0888D0,3919073,False,87.53382189112412,40.30142793076755,FreeKick
39,9882,Sampdoria,769644,Abdelhamid Sabiri,78,0.021729588508605957,AttemptSaved,#0888D0,3919073,False,82.37233181606557,47.99439383251287,RegularPlay
40,9882,Sampdoria,39540,Fabio Quagliarella,78,0.099373459815979,Miss,#0888D0,3919073,False,96.2193011892786,43.79057217451287,RegularPlay
41,9882,Sampdoria,39540,Fabio Quagliarella,83,0.18632879853248596,Post,#0888D0,3919073,False,96.70175732977859,45.05172081008713,RegularPlay
42,8524,Atalanta,690516,Ademola Lookman,90,0.3291662931442261,Goal,#1878B8,3919073,False,96.3157909450393,28.539048259232445,FastBreak
43,8636,Inter,181276,Romelu Lukaku,2,0.5928121209144592,Goal,#1c1b1b,3919077,False,102.81896262349173,34.91500058174134,RegularPlay
44,8636,Inter,690230,Lautaro Martinez,7,0.023370742797851562,Miss,#1c1b1b,3919077,False,78.09271672953443,34.53375058174134,RegularPlay
45,8636,Inter,304733,Hakan Calhanoglu,10,0.01973855495452881,AttemptSaved,#1c1b1b,3919077,False,77.07912277826887,34.07624883651734,RegularPlay
46,9888,Lecce,507007,Assan Ceesay,16,0.039396822452545166,AttemptSaved,#ED1921,3919077,False,96.70175732977859,50.7268789793,RegularPlay
47,8636,Inter,541820,Nicolo Barella,20,0.03871423006057739,AttemptSaved,#1c1b1b,3919077,False,93.5999984741211,43.51031900094357,RegularPlay
48,8636,Inter,206508,Marcelo Brozovic,23,0.054485440254211426,AttemptSaved,#1c1b1b,3919077,False,86.56764378224823,35.677500581741334,RegularPlay
49,9888,Lecce,836436,Gabriel Strefezza,39,0.06522130966186523,AttemptSaved,#ED1921,3919077,False,96.50877045656071,47.71413798622574,RegularPlay
50,9888,Lecce,438507,Federico Di Francesco,43,0.1082315742969513,Miss,#ED1921,3919077,False,96.1228040718214,34.30500116348267,RegularPlay
51,9888,Lecce,645576,Kristijan Bistrovic,45,0.03214183449745178,AttemptSaved,#ED1921,3919077,False,79.55679783606556,50.30649788258714,FreeKick
52,9888,Lecce,645576,Kristijan Bistrovic,45,0.01586967706680298,Miss,#ED1921,3919077,False,80.57039178733112,37.507498836517335,RegularPlay
53,9888,Lecce,507007,Assan Ceesay,48,0.07282990217208862,Goal,#ED1921,3919077,False,99.01754091482141,46.38293207087426,FastBreak
54,9888,Lecce,836436,Gabriel Strefezza,53,0.030229896306991577,Miss,#ED1921,3919077,False,83.72378468953444,54.94710799623914,RegularPlay
55,8636,Inter,541820,Nicolo Barella,54,0.02303004264831543,AttemptSaved,#1c1b1b,3919077,False,79.78203711753443,32.856249999999996,RegularPlay
56,9888,Lecce,645576,Kristijan Bistrovic,61,0.13119566440582275,AttemptSaved,#ED1921,3919077,False,85.70882516687588,34.22874941825867,FreeKick
57,8636,Inter,605224,Federico Dimarco,62,0.025482743978500366,AttemptSaved,#1c1b1b,3919077,False,94.5789458945607,47.71413798622574,RegularPlay
58,8636,Inter,181276,Romelu Lukaku,66,0.023347198963165283,AttemptSaved,#1c1b1b,3919077,False,80.00728499133112,25.30249911785126,RegularPlay
59,8636,Inter,541820,Nicolo Barella,68,0.033300429582595825,Miss,#1c1b1b,3919077,False,83.94903256333113,24.6298089222,SetPiece
60,8636,Inter,593118,Denzel Dumfries,69,0.013270765542984009,AttemptSaved,#1c1b1b,3919077,False,99.68965661975413,25.475938382148744,FromCorner
61,8636,Inter,690230,Lautaro Martinez,71,0.2024558186531067,Miss,#1c1b1b,3919077,False,100.63793248175413,30.220000091552734,RegularPlay
62,8636,Inter,690230,Lautaro Martinez,72,0.04763072729110718,AttemptSaved,#1c1b1b,3919077,False,82.25971217533113,31.7125,RegularPlay
63,8636,Inter,593118,Denzel Dumfries,73,0.044933587312698364,AttemptSaved,#1c1b1b,3919077,False,91.30000305175781,17.763567415343566,RegularPlay
64,8636,Inter,541820,Nicolo Barella,73,0.05022731423377991,Miss,#1c1b1b,3919077,False,84.62475900006557,29.295474906535112,FromCorner
65,9888,Lecce,896377,Lameck Banda,76,0.03610995411872864,AttemptSaved,#ED1921,3919077,False,86.67500327575178,48.69503077551287,RegularPlay
66,9888,Lecce,799230,Federico Baschirotto,77,0.15732908248901367,Miss,#ED1921,3919077,False,98.24561550703929,36.13499941825867,FromCorner
67,8636,Inter,188555,Stefan de Vrij,78,0.15574023127555847,AttemptSaved,#1c1b1b,3919077,False,98.3421052628,32.16999883651733,FromCorner
68,8636,Inter,690230,Lautaro Martinez,80,0.12787404656410217,AttemptSaved,#1c1b1b,3919077,False,90.5999984741211,38.45237967153511,RegularPlay
69,8636,Inter,181276,Romelu Lukaku,83,0.10207009315490723,AttemptSaved,#1c1b1b,3919077,False,93.5999984741211,29.883808880767557,RegularPlay
70,8636,Inter,690230,Lautaro Martinez,90,0.027681350708007812,Miss,#1c1b1b,3919077,False,95.5438581755607,28.034760621535114,FromCorner
71,8636,Inter,593118,Denzel Dumfries,90,0.48505306243896484,Goal,#1c1b1b,3919077,False,100.16379455075413,34.99124941825867,FromCorner
72,6504,Monza,413160,Andrea Petagna,2,0.018837392330169678,Miss,#333333,3919072,False,81.24611822406555,25.01343661785126,SetPiece
73,9804,Torino,719360,Nemanja Radonjic,2,0.04775196313858032,AttemptSaved,#59181C,3919072,False,90.0999984741211,39.88118983576756,RegularPlay
74,9804,Torino,474448,Antonio Sanabria,3,0.05774801969528198,AttemptSaved,#59181C,3919072,False,96.1228040718214,42.986563382148745,RegularPlay
75,6504,Monza,416541,Andrea Barberis,17,0.03949752449989319,AttemptSaved,#333333,3919072,False,74.15096915753443,33.313748836517334,RegularPlay
76,6504,Monza,940440,Filippo Ranocchia,20,0.01516541838645935,AttemptSaved,#333333,3919072,False,75.61505026406556,30.05190476,RegularPlay
77,9804,Torino,361403,Karol Linetty,21,0.04568028450012207,AttemptSaved,#59181C,3919072,False,87.10440848824823,39.12476318846489,RegularPlay
78,9804,Torino,719360,Nemanja Radonjic,27,0.08959823846817017,AttemptSaved,#59181C,3919072,False,91.80000305175781,42.870937941074374,RegularPlay
79,9804,Torino,1027472,Wilfried Singo,27,0.02716749906539917,AttemptSaved,#59181C,3919072,False,96.4122807008,20.916433658843566,FromCorner
80,6504,Monza,252650,Gianluca Caprari,31,0.04994964599609375,Miss,#333333,3919072,False,68.74514907133113,43.3701910778,RegularPlay
81,6504,Monza,940440,Filippo Ranocchia,35,0.04819980263710022,Miss,#333333,3919072,False,81.69660537933113,36.89749941825867,RegularPlay
82,6504,Monza,940440,Filippo Ranocchia,37,0.04199913144111633,AttemptSaved,#333333,3919072,False,74.93932382733112,46.45299469608713,FreeKick
83,9804,Torino,442581,Aleksey Miranchuk,43,0.3876580595970154,Goal,#59181C,3919072,False,96.2193011892786,30.280000091552733,RegularPlay
84,6504,Monza,252650,Gianluca Caprari,45,0.09898728132247925,Miss,#333333,3919072,False,90.69999694824219,41.714687941074374,RegularPlay
85,6504,Monza,940440,Filippo Ranocchia,53,0.01612958312034607,Miss,#333333,3919072,False,78.99369104006556,21.4769426787,RegularPlay
86,9804,Torino,719360,Nemanja Radonjic,62,0.03347274661064148,AttemptSaved,#59181C,3919072,False,90.19999694824219,50.44662313301287,RegularPlay
87,9804,Torino,941656,Samuele Ricci,66,0.13833022117614746,Miss,#59181C,3919072,False,96.1228040718214,45.19184606051287,RegularPlay
88,9804,Torino,474448,Antonio Sanabria,66,0.7306148409843445,Goal,#59181C,3919072,False,103.19827441524586,30.72125058174133,RegularPlay
89,6504,Monza,416541,Andrea Barberis,69,0.05549260973930359,Miss,#333333,3919072,False,88.9000015258789,34.152500581741336,SetPiece
90,9804,Torino,719360,Nemanja Radonjic,73,0.11088329553604126,Miss,#59181C,3919072,False,93.0,42.870937941074374,FastBreak
91,6504,Monza,799497,Samuele Birindelli,76,0.0759250819683075,AttemptSaved,#333333,3919072,False,86.46029247912412,31.559999418258663,FastBreak
92,6504,Monza,182836,Marco D'Alessandro,82,0.13390371203422546,AttemptSaved,#333333,3919072,False,95.9298245603,32.16999883651733,RegularPlay
93,6504,Monza,799497,Samuele Birindelli,84,0.04890516400337219,Miss,#333333,3919072,False,97.3771929818,23.718981430843563,RegularPlay
94,6504,Monza,799497,Samuele Birindelli,87,0.0252591073513031,AttemptSaved,#333333,3919072,False,86.03087907624823,17.9737579637,RegularPlay
95,6504,Monza,299981,Pablo Mari,87,0.017726421356201172,AttemptSaved,#333333,3919072,False,73.70048200226887,38.20023745576755,RegularPlay
96,9804,Torino,719360,Nemanja Radonjic,87,0.07511606812477112,Miss,#59181C,3919072,False,91.30000305175781,42.52406161785126,RegularPlay
97,9804,Torino,719360,Nemanja Radonjic,90,0.20138031244277954,AttemptSaved,#59181C,3919072,False,96.3157909450393,43.230063154656435,RegularPlay
98,9804,Torino,474448,Antonio Sanabria,90,0.21245697140693665,AttemptSaved,#59181C,3919072,False,101.01724427350827,38.53642921423244,RegularPlay
99,6504,Monza,737339,Dany Mota,90,0.6796393394470215,Goal,#333333,3919072,False,99.87930889824587,31.86500058174133,RegularPlay
100,8535,Fiorentina,933817,Riccardo Sottil,2,0.041547417640686035,AttemptSaved,#782078,3919075,False,91.69999694824219,49.886116785874265,RegularPlay
101,8535,Fiorentina,463291,Luka Jovic,3,0.09004095196723938,Miss,#782078,3919075,False,96.0263143160607,30.340000581741332,RegularPlay
102,8535,Fiorentina,127460,Giacomo Bonaventura,10,0.0902239978313446,AttemptSaved,#782078,3919075,False,81.47135750553443,36.89749941825867,FreeKick
103,8535,Fiorentina,239350,Cristiano Biraghi,10,0.022116661071777344,AttemptSaved,#782078,3919075,False,76.74126385606556,42.63968705892563,SetPiece
104,8535,Fiorentina,933817,Riccardo Sottil,11,0.042616039514541626,Miss,#782078,3919075,False,92.0,50.026242036300005,RegularPlay
105,8535,Fiorentina,463291,Luka Jovic,13,0.037329018115997314,AttemptSaved,#782078,3919075,False,95.3508786640393,31.86500058174133,FromCorner
106,7801,Cremonese,526230,Cyriel Dessers,14,0.10590675473213196,AttemptSaved,#C8091D,3919075,False,90.9000015258789,24.839999470556435,FastBreak
107,8535,Fiorentina,127460,Giacomo Bonaventura,16,0.11432167887687683,Goal,#782078,3919075,False,90.4000015258789,29.631666665,RegularPlay
108,7801,Cremonese,740161,David Okereke,19,0.02202010154724121,Goal,#C8091D,3919075,False,92.5999984741211,29.043332690767556,RegularPlay
109,7801,Cremonese,782695,Luca Zanimacchia,26,0.03462404012680054,AttemptSaved,#C8091D,3919075,False,74.82669559426887,38.956667309232444,RegularPlay
110,7801,Cremonese,526230,Cyriel Dessers,28,0.09103545546531677,AttemptSaved,#C8091D,3919075,False,96.1228040718214,38.03214157653511,RegularPlay
111,8535,Fiorentina,933817,Riccardo Sottil,31,0.06457197666168213,AttemptSaved,#782078,3919075,False,94.38596638303929,45.54216453201287,RegularPlay
112,8535,Fiorentina,463291,Luka Jovic,34,0.09723496437072754,Goal,#782078,3919075,False,93.0,28.286906043464892,RegularPlay
113,8535,Fiorentina,933817,Riccardo Sottil,36,0.036323487758636475,AttemptSaved,#782078,3919075,False,90.30000305175781,43.3701910778,RegularPlay
114,8535,Fiorentina,933817,Riccardo Sottil,37,0.025322407484054565,AttemptSaved,#782078,3919075,False,88.80000305175781,51.21732270122574,RegularPlay
115,8535,Fiorentina,789243,Youssef Maleh,38,0.06813976168632507,Miss,#782078,3919075,False,95.9298245603,39.545001283464885,RegularPlay
116,8535,Fiorentina,463291,Luka Jovic,41,0.150173157453537,AttemptSaved,#782078,3919075,False,93.5999984741211,37.27874941825867,RegularPlay
117,8535,Fiorentina,933817,Riccardo Sottil,45,0.03523224592208862,AttemptSaved,#782078,3919075,False,81.47135750553443,41.77249955892563,RegularPlay
