team_id,team_name,count,color1,color2
8634,Barcelona,168,,
8633,Real Madrid,168,,
9906,Atletico Madrid,168,,
8302,Sevilla,168,,
8560,Real Sociedad,168,,
10267,Valencia,168,,
8315,Athletic Club,168,,
10205,Villarreal,168,,
9910,Celta Vigo,168,,
8603,Real Betis,168,,
8305,Getafe,168,,
8371,Osasuna,168,,
