,match_id,date,variable,value,venue,team_id,team_name
0,3656991,2021-08-22,xG_for,1.65,H,9857,Bologna
1,3656991,2021-08-22,xG_ag,1.55,H,9857,Bologna
2,3656991,2021-08-22,xG_for,1.55,A,6480,Salernitana
3,3656991,2021-08-22,xG_ag,1.65,A,6480,Salernitana
4,3656992,2021-08-23,xG_for,2.78,H,8529,Cagliari
5,3656992,2021-08-23,xG_ag,0.79,H,8529,Cagliari
6,3656992,2021-08-23,xG_for,0.79,A,9881,Spezia
7,3656992,2021-08-23,xG_ag,2.78,A,9881,Spezia
8,3656993,2021-08-22,xG_for,1.61,H,8534,Empoli
9,3656993,2021-08-22,xG_ag,1.69,H,8534,Empoli
10,3656993,2021-08-22,xG_for,1.69,A,8543,Lazio
11,3656993,2021-08-22,xG_ag,1.61,A,8543,Lazio
12,3656994,2021-08-21,xG_for,2.78,H,9876,Hellas Verona
13,3656994,2021-08-21,xG_ag,1.64,H,9876,Hellas Verona
14,3656994,2021-08-21,xG_for,1.64,A,7943,Sassuolo
15,3656994,2021-08-21,xG_ag,2.78,A,7943,Sassuolo
16,3656995,2021-08-21,xG_for,1.66,H,8636,Inter
17,3656995,2021-08-21,xG_ag,1.09,H,8636,Inter
18,3656995,2021-08-21,xG_for,1.09,A,10233,Genoa
19,3656995,2021-08-21,xG_ag,1.66,A,10233,Genoa
20,3656996,2021-08-23,xG_for,2.39,H,9875,Napoli
21,3656996,2021-08-23,xG_ag,0.69,H,9875,Napoli
22,3656996,2021-08-23,xG_for,0.69,A,7881,Venezia
23,3656996,2021-08-23,xG_ag,2.39,A,7881,Venezia
24,3656997,2021-08-23,xG_for,2.51,H,8686,Roma
25,3656997,2021-08-23,xG_ag,1.22,H,8686,Roma
26,3656997,2021-08-23,xG_for,1.22,A,8535,Fiorentina
27,3656997,2021-08-23,xG_ag,2.51,A,8535,Fiorentina
28,3656998,2021-08-24,xG_for,1.67,H,9882,Sampdoria
29,3656998,2021-08-24,xG_ag,1.17,H,9882,Sampdoria
30,3656998,2021-08-24,xG_for,1.17,A,8564,Milan
31,3656998,2021-08-24,xG_ag,1.67,A,8564,Milan
32,3656999,2021-08-22,xG_for,1.37,H,9804,Torino
33,3656999,2021-08-22,xG_ag,0.82,H,9804,Torino
34,3656999,2021-08-22,xG_for,0.82,A,8524,Atalanta
35,3656999,2021-08-22,xG_ag,1.37,A,8524,Atalanta
36,3657000,2021-08-22,xG_for,1.94,H,8600,Udinese
37,3657000,2021-08-22,xG_ag,1.11,H,8600,Udinese
38,3657000,2021-08-22,xG_for,1.11,A,9885,Juventus
39,3657000,2021-08-22,xG_ag,1.94,A,9885,Juventus
40,3657001,2021-08-28,xG_for,1.24,H,8524,Atalanta
41,3657001,2021-08-28,xG_ag,0.3,H,8524,Atalanta
42,3657001,2021-08-28,xG_for,0.3,A,9857,Bologna
43,3657001,2021-08-28,xG_ag,1.24,A,9857,Bologna
44,3657002,2021-08-29,xG_for,0.87,H,8535,Fiorentina
45,3657002,2021-08-29,xG_ag,0.38,H,8535,Fiorentina
46,3657002,2021-08-29,xG_for,0.38,A,9804,Torino
47,3657002,2021-08-29,xG_ag,0.87,A,9804,Torino
48,3657003,2021-08-29,xG_for,0.52,H,10233,Genoa
49,3657003,2021-08-29,xG_ag,1.38,H,10233,Genoa
50,3657003,2021-08-29,xG_for,1.38,A,9875,Napoli
51,3657003,2021-08-29,xG_ag,0.52,A,9875,Napoli
52,3657004,2021-08-28,xG_for,1.03,H,9876,Hellas Verona
53,3657004,2021-08-28,xG_ag,1.8,H,9876,Hellas Verona
54,3657004,2021-08-28,xG_for,1.8,A,8636,Inter
55,3657004,2021-08-28,xG_ag,1.03,A,8636,Inter
56,3657005,2021-08-29,xG_for,1.65,H,9885,Juventus
57,3657005,2021-08-29,xG_ag,0.78,H,9885,Juventus
58,3657005,2021-08-29,xG_for,0.78,A,8534,Empoli
59,3657005,2021-08-29,xG_ag,1.65,A,8534,Empoli
60,3657006,2021-08-28,xG_for,3.29,H,8543,Lazio
61,3657006,2021-08-28,xG_ag,0.93,H,8543,Lazio
62,3657006,2021-08-28,xG_for,0.93,A,9881,Spezia
63,3657006,2021-08-28,xG_ag,3.29,A,9881,Spezia
64,3657007,2021-08-30,xG_for,2.92,H,8564,Milan
65,3657007,2021-08-30,xG_ag,0.71,H,8564,Milan
66,3657007,2021-08-30,xG_for,0.71,A,8529,Cagliari
67,3657007,2021-08-30,xG_ag,2.92,A,8529,Cagliari
68,3657008,2021-08-30,xG_for,0.36,H,6480,Salernitana
69,3657008,2021-08-30,xG_ag,2.41,H,6480,Salernitana
70,3657008,2021-08-30,xG_for,2.41,A,8686,Roma
71,3657008,2021-08-30,xG_ag,0.36,A,8686,Roma
72,3657009,2021-08-29,xG_for,1.86,H,7943,Sassuolo
73,3657009,2021-08-29,xG_ag,0.81,H,7943,Sassuolo
74,3657009,2021-08-29,xG_for,0.81,A,9882,Sampdoria
75,3657009,2021-08-29,xG_ag,1.86,A,9882,Sampdoria
76,3657010,2021-08-27,xG_for,2.64,H,8600,Udinese
77,3657010,2021-08-27,xG_ag,1.31,H,8600,Udinese
78,3657010,2021-08-27,xG_for,1.31,A,7881,Venezia
79,3657010,2021-08-27,xG_ag,2.64,A,7881,Venezia
80,3657011,2021-09-12,xG_for,2.36,H,8524,Atalanta
81,3657011,2021-09-12,xG_ag,1.93,H,8524,Atalanta
82,3657011,2021-09-12,xG_for,1.93,A,8535,Fiorentina
83,3657011,2021-09-12,xG_ag,2.36,A,8535,Fiorentina
84,3657012,2021-09-14,xG_for,1.42,H,9857,Bologna
85,3657012,2021-09-14,xG_ag,0.35,H,9857,Bologna
86,3657012,2021-09-14,xG_for,0.35,A,9876,Hellas Verona
87,3657012,2021-09-14,xG_ag,1.42,A,9876,Hellas Verona
88,3657013,2021-09-12,xG_for,1.5,H,8529,Cagliari
89,3657013,2021-09-12,xG_ag,1.19,H,8529,Cagliari
90,3657013,2021-09-12,xG_for,1.19,A,10233,Genoa
91,3657013,2021-09-12,xG_ag,1.5,A,10233,Genoa
92,3657014,2021-09-11,xG_for,2.25,H,8534,Empoli
93,3657014,2021-09-11,xG_ag,1.58,H,8534,Empoli
94,3657014,2021-09-11,xG_for,1.58,A,7881,Venezia
95,3657014,2021-09-11,xG_ag,2.25,A,7881,Venezia
96,3657015,2021-09-12,xG_for,3.05,H,8564,Milan
97,3657015,2021-09-12,xG_ag,0.34,H,8564,Milan
98,3657015,2021-09-12,xG_for,0.34,A,8543,Lazio
99,3657015,2021-09-12,xG_ag,3.05,A,8543,Lazio
100,3657016,2021-09-11,xG_for,2.35,H,9875,Napoli
101,3657016,2021-09-11,xG_ag,1.16,H,9875,Napoli
102,3657016,2021-09-11,xG_for,1.16,A,9885,Juventus
103,3657016,2021-09-11,xG_ag,2.35,A,9885,Juventus
104,3657017,2021-09-13,xG_for,2.03,H,8686,Roma
105,3657017,2021-09-13,xG_ag,1.87,H,8686,Roma
106,3657017,2021-09-13,xG_for,1.87,A,7943,Sassuolo
107,3657017,2021-09-13,xG_ag,2.03,A,7943,Sassuolo
108,3657018,2021-09-12,xG_for,1.19,H,9882,Sampdoria
109,3657018,2021-09-12,xG_ag,1.21,H,9882,Sampdoria
110,3657018,2021-09-12,xG_for,1.21,A,8636,Inter
111,3657018,2021-09-12,xG_ag,1.19,A,8636,Inter
112,3657019,2021-09-12,xG_for,1.46,H,9881,Spezia
113,3657019,2021-09-12,xG_ag,0.85,H,9881,Spezia
114,3657019,2021-09-12,xG_for,0.85,A,8600,Udinese
115,3657019,2021-09-12,xG_ag,1.46,A,8600,Udinese
116,3657020,2021-09-12,xG_for,2.38,H,9804,Torino
117,3657020,2021-09-12,xG_ag,0.31,H,9804,Torino
118,3657020,2021-09-12,xG_for,0.31,A,6480,Salernitana
119,3657020,2021-09-12,xG_ag,2.38,A,6480,Salernitana
120,3657021,2021-09-19,xG_for,1.62,H,8534,Empoli
121,3657021,2021-09-19,xG_ag,1.41,H,8534,Empoli
122,3657021,2021-09-19,xG_for,1.41,A,9882,Sampdoria
123,3657021,2021-09-19,xG_ag,1.62,A,9882,Sampdoria
124,3657022,2021-09-18,xG_for,1.13,H,10233,Genoa
125,3657022,2021-09-18,xG_ag,1.28,H,10233,Genoa
126,3657022,2021-09-18,xG_for,1.28,A,8535,Fiorentina
127,3657022,2021-09-18,xG_ag,1.13,A,8535,Fiorentina
128,3657023,2021-09-19,xG_for,1.03,H,9876,Hellas Verona
129,3657023,2021-09-19,xG_ag,0.95,H,9876,Hellas Verona
130,3657023,2021-09-19,xG_for,0.95,A,8686,Roma
131,3657023,2021-09-19,xG_ag,1.03,A,8686,Roma
132,3657024,2021-09-18,xG_for,3.3,H,8636,Inter
133,3657024,2021-09-18,xG_ag,0.72,H,8636,Inter
134,3657024,2021-09-18,xG_for,0.72,A,9857,Bologna
135,3657024,2021-09-18,xG_ag,3.3,A,9857,Bologna
136,3657025,2021-09-20,xG_for,1.24,H,9885,Juventus
137,3657025,2021-09-20,xG_ag,1.03,H,9885,Juventus
138,3657025,2021-09-20,xG_for,1.03,A,8564,Milan
139,3657025,2021-09-20,xG_ag,1.24,A,8564,Milan
140,3657026,2021-09-19,xG_for,2.29,H,8543,Lazio
141,3657026,2021-09-19,xG_ag,1.61,H,8543,Lazio
142,3657026,2021-09-19,xG_for,1.61,A,8529,Cagliari
143,3657026,2021-09-19,xG_ag,2.29,A,8529,Cagliari
144,3657027,2021-09-19,xG_for,0.92,H,6480,Salernitana
145,3657027,2021-09-19,xG_ag,1.69,H,6480,Salernitana
146,3657027,2021-09-19,xG_for,1.69,A,8524,Atalanta
147,3657027,2021-09-19,xG_ag,0.92,A,8524,Atalanta
148,3657028,2021-09-18,xG_for,0.89,H,7943,Sassuolo
149,3657028,2021-09-18,xG_ag,2.36,H,7943,Sassuolo
150,3657028,2021-09-18,xG_for,2.36,A,9804,Torino
151,3657028,2021-09-18,xG_ag,0.89,A,9804,Torino
152,3657029,2021-09-21,xG_for,0.31,H,8600,Udinese
153,3657029,2021-09-21,xG_ag,3.26,H,8600,Udinese
154,3657029,2021-09-21,xG_for,3.26,A,9875,Napoli
155,3657029,2021-09-21,xG_ag,0.31,A,9875,Napoli
156,3657030,2021-09-19,xG_for,1.13,H,7881,Venezia
157,3657030,2021-09-19,xG_ag,0.49,H,7881,Venezia
158,3657030,2021-09-19,xG_for,0.49,A,9881,Spezia
159,3657030,2021-09-19,xG_ag,1.13,A,9881,Spezia
160,3657034,2021-09-22,xG_for,1.9,H,8524,Atalanta
161,3657034,2021-09-22,xG_ag,1.08,H,8524,Atalanta
162,3657034,2021-09-22,xG_for,1.08,A,7943,Sassuolo
163,3657034,2021-09-22,xG_ag,1.9,A,7943,Sassuolo
164,3657035,2021-09-21,xG_for,2.49,H,9857,Bologna
165,3657035,2021-09-21,xG_ag,1.6,H,9857,Bologna
166,3657035,2021-09-21,xG_for,1.6,A,10233,Genoa
167,3657035,2021-09-21,xG_ag,2.49,A,10233,Genoa
168,3657036,2021-09-23,xG_for,1.31,H,8529,Cagliari
169,3657036,2021-09-23,xG_ag,1.04,H,8529,Cagliari
170,3657036,2021-09-23,xG_for,1.04,A,8534,Empoli
171,3657036,2021-09-23,xG_ag,1.31,A,8534,Empoli
172,3657037,2021-09-22,xG_for,1.63,H,8535,Fiorentina
173,3657037,2021-09-22,xG_ag,2.5,H,8535,Fiorentina
174,3657037,2021-09-22,xG_for,2.5,A,8636,Inter
175,3657037,2021-09-22,xG_ag,1.63,A,8636,Inter
176,3657038,2021-09-23,xG_for,1.79,H,8564,Milan
177,3657038,2021-09-23,xG_ag,1.09,H,8564,Milan
178,3657038,2021-09-23,xG_for,1.09,A,7881,Venezia
179,3657038,2021-09-23,xG_ag,1.79,A,7881,Venezia
180,3657039,2021-09-24,xG_for,1.72,H,8686,Roma
181,3657039,2021-09-24,xG_ag,0.8,H,8686,Roma
182,3657039,2021-09-24,xG_for,0.8,A,8600,Udinese
183,3657039,2021-09-24,xG_ag,1.72,A,8600,Udinese
184,3657040,2021-09-22,xG_for,2.57,H,6480,Salernitana
185,3657040,2021-09-22,xG_ag,1.64,H,6480,Salernitana
186,3657040,2021-09-22,xG_for,1.64,A,9876,Hellas Verona
187,3657040,2021-09-22,xG_ag,2.57,A,9876,Hellas Verona
188,3657041,2021-09-23,xG_for,0.84,H,9882,Sampdoria
189,3657041,2021-09-23,xG_ag,2.04,H,9882,Sampdoria
190,3657041,2021-09-23,xG_for,2.04,A,9875,Napoli
191,3657041,2021-09-23,xG_ag,0.84,A,9875,Napoli
192,3657042,2021-09-22,xG_for,0.92,H,9881,Spezia
193,3657042,2021-09-22,xG_ag,2.52,H,9881,Spezia
194,3657042,2021-09-22,xG_for,2.52,A,9885,Juventus
195,3657042,2021-09-22,xG_ag,0.92,A,9885,Juventus
196,3657043,2021-09-23,xG_for,1.09,H,9804,Torino
197,3657043,2021-09-23,xG_ag,0.98,H,9804,Torino
198,3657043,2021-09-23,xG_for,0.98,A,8543,Lazio
199,3657043,2021-09-23,xG_ag,1.09,A,8543,Lazio
200,3657044,2021-10-04,xG_for,2.43,H,8524,Atalanta
201,3657044,2021-10-04,xG_ag,2.55,H,8524,Atalanta
202,3657044,2021-10-04,xG_for,2.55,A,8564,Milan
203,3657044,2021-10-04,xG_ag,2.43,A,8564,Milan
204,3657045,2021-10-03,xG_for,0.71,H,9857,Bologna
205,3657045,2021-10-03,xG_ag,0.63,H,9857,Bologna
206,3657045,2021-10-03,xG_for,0.63,A,8543,Lazio
207,3657045,2021-10-03,xG_ag,0.71,A,8543,Lazio
208,3657046,2021-10-02,xG_for,0.59,H,8529,Cagliari
209,3657046,2021-10-02,xG_ag,0.85,H,8529,Cagliari
210,3657046,2021-10-02,xG_for,0.85,A,7881,Venezia
211,3657046,2021-10-02,xG_ag,0.59,A,7881,Venezia
212,3657047,2021-10-03,xG_for,0.53,H,8535,Fiorentina
213,3657047,2021-10-03,xG_ag,1.61,H,8535,Fiorentina
214,3657047,2021-10-03,xG_for,1.61,A,9875,Napoli
215,3657047,2021-10-03,xG_ag,0.53,A,9875,Napoli
216,3657048,2021-10-03,xG_for,0.67,H,9876,Hellas Verona
217,3657048,2021-10-03,xG_ag,1.89,H,9876,Hellas Verona
218,3657048,2021-10-03,xG_for,1.89,A,9881,Spezia
219,3657048,2021-10-03,xG_ag,0.67,A,9881,Spezia
220,3657049,2021-10-03,xG_for,1.63,H,8686,Roma
221,3657049,2021-10-03,xG_ag,0.75,H,8686,Roma
222,3657049,2021-10-03,xG_for,0.75,A,8534,Empoli
223,3657049,2021-10-03,xG_ag,1.63,A,8534,Empoli
224,3657050,2021-10-02,xG_for,0.69,H,6480,Salernitana
225,3657050,2021-10-02,xG_ag,1.82,H,6480,Salernitana
226,3657050,2021-10-02,xG_for,1.82,A,10233,Genoa
227,3657050,2021-10-02,xG_ag,0.69,A,10233,Genoa
228,3657051,2021-10-03,xG_for,1.62,H,9882,Sampdoria
229,3657051,2021-10-03,xG_ag,2.82,H,9882,Sampdoria
230,3657051,2021-10-03,xG_for,2.82,A,8600,Udinese
231,3657051,2021-10-03,xG_ag,1.62,A,8600,Udinese
232,3657052,2021-10-03,xG_for,1.68,H,7943,Sassuolo
233,3657052,2021-10-03,xG_ag,2.45,H,7943,Sassuolo
234,3657052,2021-10-03,xG_for,2.45,A,8636,Inter
235,3657052,2021-10-03,xG_ag,1.68,A,8636,Inter
236,3657053,2021-10-02,xG_for,1.1,H,9804,Torino
237,3657053,2021-10-02,xG_ag,1.11,H,9804,Torino
238,3657053,2021-10-02,xG_for,1.11,A,9885,Juventus
239,3657053,2021-10-02,xG_ag,1.1,A,9885,Juventus
240,3657054,2021-09-26,xG_for,2.15,H,8534,Empoli
241,3657054,2021-09-26,xG_ag,3.03,H,8534,Empoli
242,3657054,2021-09-26,xG_for,3.03,A,9857,Bologna
243,3657054,2021-09-26,xG_ag,2.15,A,9857,Bologna
244,3657055,2021-09-26,xG_for,1.72,H,10233,Genoa
245,3657055,2021-09-26,xG_ag,2.18,H,10233,Genoa
246,3657055,2021-09-26,xG_for,2.18,A,9876,Hellas Verona
247,3657055,2021-09-26,xG_ag,1.72,A,9876,Hellas Verona
248,3657056,2021-09-25,xG_for,4.19,H,8636,Inter
249,3657056,2021-09-25,xG_ag,2.48,H,8636,Inter
250,3657056,2021-09-25,xG_for,2.48,A,8524,Atalanta
251,3657056,2021-09-25,xG_ag,4.19,A,8524,Atalanta
