team_id,team_name,0
9847,Paris Saint-Germain,174
9829,Monaco,174
8639,Lille,174
8592,Marseille,170
9748,Lyon,172
9851,Rennes,174
8588,Lens,174
9831,Nice,172
9848,Strasbourg,174
10249,Montpellier,174
9830,Nantes,174
8689,Lorient,174
9837,Reims,174
8521,Brest,174
8121,Angers,174
