,id,title,img_url
81,89528,The Amazing Spider-Man #73 ,https://i.annihil.us/u/prod/marvel/i/mg/2/60/612e8dbbbd6ef/portrait_uncanny.jpg
82,89529,The Amazing Spider-Man #74 ,https://i.annihil.us/u/prod/marvel/i/mg/5/b0/6142600f08eac/portrait_uncanny.jpg
83,89530,The Amazing Spider-Man #75 ,https://i.annihil.us/u/prod/marvel/i/mg/6/c0/614b3ff19d809/portrait_uncanny.jpg
84,89531,The Amazing Spider-Man #76 ,https://i.annihil.us/u/prod/marvel/i/mg/0/03/6160b692450e1/portrait_uncanny.jpg
85,89532,The Amazing Spider-Man #77 ,https://i.annihil.us/u/prod/marvel/i/mg/7/00/6169ef067ff14/portrait_uncanny.jpg
86,89533,The Amazing Spider-Man #78 ,https://i.annihil.us/u/prod/marvel/i/mg/f/c0/6169eeaf1f8cb/portrait_uncanny.jpg
87,98395,The Amazing Spider-Man #78.1 ,https://i.annihil.us/u/prod/marvel/i/mg/3/c0/6214fa8b81929/portrait_uncanny.jpg
88,95749,The Amazing Spider-Man #79 ,https://i.annihil.us/u/prod/marvel/i/mg/4/20/619e63a189b86/portrait_uncanny.jpg
89,95750,The Amazing Spider-Man #80 ,https://i.annihil.us/u/prod/marvel/i/mg/c/20/61ae1ef58ee10/portrait_uncanny.jpg
90,98396,The Amazing Spider-Man #80.1 ,https://i.annihil.us/u/prod/marvel/i/mg/4/00/618ea5b972737/portrait_uncanny.jpg
91,95751,The Amazing Spider-Man #81 ,https://i.annihil.us/u/prod/marvel/i/mg/b/f0/61ae1edc7c325/portrait_uncanny.jpg
92,95752,The Amazing Spider-Man #82 ,https://i.annihil.us/u/prod/marvel/i/mg/7/00/61a92d267c89e/portrait_uncanny.jpg
93,95753,The Amazing Spider-Man #83 ,https://i.annihil.us/u/prod/marvel/i/mg/6/c0/61d4c518949cb/portrait_uncanny.jpg
94,95754,The Amazing Spider-Man #84 ,https://i.annihil.us/u/prod/marvel/i/mg/f/40/61d4c41cded7e/portrait_uncanny.jpg
95,95755,The Amazing Spider-Man #85 ,https://i.annihil.us/u/prod/marvel/i/mg/b/c0/61d4c418bbb0f/portrait_uncanny.jpg
96,95756,The Amazing Spider-Man #86 ,https://i.annihil.us/u/prod/marvel/i/mg/9/70/61cf40565eda8/portrait_uncanny.jpg
97,95757,The Amazing Spider-Man #87 ,https://i.annihil.us/u/prod/marvel/i/mg/6/b0/61cf4019594fd/portrait_uncanny.jpg
98,95758,The Amazing Spider-Man #88 ,https://i.annihil.us/u/prod/marvel/i/mg/7/60/61f98e977d4c0/portrait_uncanny.jpg
99,98398,The Amazing Spider-Man #88.1 ,https://i.annihil.us/u/prod/marvel/i/mg/5/b0/620155a4cba66/portrait_uncanny.jpg
100,95759,The Amazing Spider-Man #89 ,https://i.annihil.us/u/prod/marvel/i/mg/2/40/6201556aae021/portrait_uncanny.jpg
101,95760,The Amazing Spider-Man #90 ,https://i.annihil.us/u/prod/marvel/i/mg/4/03/62017952d165c/portrait_uncanny.jpg
102,95761,The Amazing Spider-Man #91 ,https://i.annihil.us/u/prod/marvel/i/mg/5/f0/6217ed911b4c1/portrait_uncanny.jpg
103,95762,The Amazing Spider-Man #92 ,https://i.annihil.us/u/prod/marvel/i/mg/9/03/622780539e25b/portrait_uncanny.jpg
104,98397,The Amazing Spider-Man #92.1 ,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/6227c9ece0d57/portrait_uncanny.jpg
105,96827,The Amazing Spider-Man #93 ,https://i.annihil.us/u/prod/marvel/i/mg/b/d0/623b2dbdb3f35/portrait_uncanny.jpg
