,match_id,date,variable,value,venue,team_id,team_name
0,3624340,2021-08-14,xG_for,2.29,H,9788,Borussia M'Gladbach
1,3624340,2021-08-14,xG_ag,2.78,H,9788,Borussia M'Gladbach
2,3624340,2021-08-14,xG_for,2.78,A,9823,Bayern München
3,3624340,2021-08-14,xG_ag,2.29,A,9823,Bayern München
4,3624341,2021-08-15,xG_for,2.16,H,8722,1. FC Köln
5,3624341,2021-08-15,xG_ag,1.78,H,8722,1. FC Köln
6,3624341,2021-08-15,xG_for,1.78,A,8177,Hertha BSC
7,3624341,2021-08-15,xG_ag,2.16,A,8177,Hertha BSC
8,3624342,2021-08-14,xG_for,0.57,H,9912,Arminia Bielefeld
9,3624342,2021-08-14,xG_ag,1.95,H,9912,Arminia Bielefeld
10,3624342,2021-08-14,xG_for,1.95,A,8358,SC Freiburg
11,3624342,2021-08-14,xG_ag,0.57,A,8358,SC Freiburg
12,3624343,2021-08-14,xG_for,0.71,H,8406,FC Augsburg
13,3624343,2021-08-14,xG_ag,3.43,H,8406,FC Augsburg
14,3624343,2021-08-14,xG_for,3.43,A,8226,TSG Hoffenheim
15,3624343,2021-08-14,xG_ag,0.71,A,8226,TSG Hoffenheim
16,3624344,2021-08-15,xG_for,1.36,H,9905,Mainz 05
17,3624344,2021-08-15,xG_ag,1.36,H,9905,Mainz 05
18,3624344,2021-08-15,xG_for,1.36,A,178475,RB Leipzig
19,3624344,2021-08-15,xG_ag,1.36,A,178475,RB Leipzig
20,3624345,2021-08-14,xG_for,3.72,H,10269,VfB Stuttgart
21,3624345,2021-08-14,xG_ag,1.32,H,10269,VfB Stuttgart
22,3624345,2021-08-14,xG_for,1.32,A,8357,Greuther Fürth
23,3624345,2021-08-14,xG_ag,3.72,A,8357,Greuther Fürth
24,3624346,2021-08-14,xG_for,0.61,H,8149,Union Berlin
25,3624346,2021-08-14,xG_ag,0.98,H,8149,Union Berlin
26,3624346,2021-08-14,xG_for,0.98,A,8178,Bayer Leverkusen
27,3624346,2021-08-14,xG_ag,0.61,A,8178,Bayer Leverkusen
28,3624347,2021-08-14,xG_for,2.8,H,8721,Wolfsburg
29,3624347,2021-08-14,xG_ag,0.52,H,8721,Wolfsburg
30,3624347,2021-08-14,xG_for,0.52,A,9911,VfL Bochum
31,3624347,2021-08-14,xG_ag,2.8,A,9911,VfL Bochum
32,3624348,2021-08-14,xG_for,3.08,H,9789,Borussia Dortmund
33,3624348,2021-08-14,xG_ag,1.77,H,9789,Borussia Dortmund
34,3624348,2021-08-14,xG_for,1.77,A,9810,Eintracht Frankfurt
35,3624348,2021-08-14,xG_ag,3.08,A,9810,Eintracht Frankfurt
36,3624349,2021-08-21,xG_for,2.78,H,8357,Greuther Fürth
37,3624349,2021-08-21,xG_ag,1.06,H,8357,Greuther Fürth
38,3624349,2021-08-21,xG_for,1.06,A,9912,Arminia Bielefeld
39,3624349,2021-08-21,xG_ag,2.78,A,9912,Arminia Bielefeld
40,3624350,2021-08-21,xG_for,0.95,H,9911,VfL Bochum
41,3624350,2021-08-21,xG_ag,1.16,H,9911,VfL Bochum
42,3624350,2021-08-21,xG_for,1.16,A,9905,Mainz 05
43,3624350,2021-08-21,xG_ag,0.95,A,9905,Mainz 05
44,3624351,2021-08-21,xG_for,1.3,H,8177,Hertha BSC
45,3624351,2021-08-21,xG_ag,1.17,H,8177,Hertha BSC
46,3624351,2021-08-21,xG_for,1.17,A,8721,Wolfsburg
47,3624351,2021-08-21,xG_ag,1.3,A,8721,Wolfsburg
48,3624352,2021-08-22,xG_for,1.01,H,8226,TSG Hoffenheim
49,3624352,2021-08-22,xG_ag,1.7,H,8226,TSG Hoffenheim
50,3624352,2021-08-22,xG_for,1.7,A,8149,Union Berlin
51,3624352,2021-08-22,xG_ag,1.01,A,8149,Union Berlin
52,3624353,2021-08-21,xG_for,1.03,H,8358,SC Freiburg
53,3624353,2021-08-21,xG_ag,1.88,H,8358,SC Freiburg
54,3624353,2021-08-21,xG_for,1.88,A,9789,Borussia Dortmund
55,3624353,2021-08-21,xG_ag,1.03,A,9789,Borussia Dortmund
56,3624354,2021-08-21,xG_for,1.86,H,8178,Bayer Leverkusen
57,3624354,2021-08-21,xG_ag,1.67,H,8178,Bayer Leverkusen
58,3624354,2021-08-21,xG_for,1.67,A,9788,Borussia M'Gladbach
59,3624354,2021-08-21,xG_ag,1.86,A,9788,Borussia M'Gladbach
60,3624355,2021-08-21,xG_for,1.75,H,9810,Eintracht Frankfurt
61,3624355,2021-08-21,xG_ag,0.42,H,9810,Eintracht Frankfurt
62,3624355,2021-08-21,xG_for,0.42,A,8406,FC Augsburg
63,3624355,2021-08-21,xG_ag,1.75,A,8406,FC Augsburg
64,3624356,2021-08-21,xG_for,4.13,H,178475,RB Leipzig
65,3624356,2021-08-21,xG_ag,1.19,H,178475,RB Leipzig
66,3624356,2021-08-21,xG_for,1.19,A,10269,VfB Stuttgart
67,3624356,2021-08-21,xG_ag,4.13,A,10269,VfB Stuttgart
68,3624357,2021-08-22,xG_for,2.73,H,9823,Bayern München
69,3624357,2021-08-22,xG_ag,1.11,H,9823,Bayern München
70,3624357,2021-08-22,xG_for,1.11,A,8722,1. FC Köln
71,3624357,2021-08-22,xG_ag,2.73,A,8722,1. FC Köln
