,match_id,date,variable,value,venue,team_id,team_name
0,3424038,2020-09-13,xG_for,1.23,H,9866,Deportivo Alaves
1,3424038,2020-09-13,xG_ag,0.45,H,9866,Deportivo Alaves
2,3424038,2020-09-13,xG_for,0.45,A,8603,Real Betis
3,3424038,2020-09-13,xG_ag,1.23,A,8603,Real Betis
4,3424039,2021-01-13,xG_for,0.44,H,9906,Atletico Madrid
5,3424039,2021-01-13,xG_ag,1.9,H,9906,Atletico Madrid
6,3424039,2021-01-13,xG_for,1.9,A,8302,Sevilla
7,3424039,2021-01-13,xG_ag,0.44,A,8302,Sevilla
8,3424040,2021-02-25,xG_for,2.7,H,8634,Barcelona
9,3424040,2021-02-25,xG_ag,0.33,H,8634,Barcelona
10,3424040,2021-02-25,xG_for,0.33,A,10268,Elche
11,3424040,2021-02-25,xG_ag,2.7,A,10268,Elche
12,3424041,2020-09-12,xG_for,0.43,H,8372,Eibar
13,3424041,2020-09-12,xG_ag,0.65,H,8372,Eibar
14,3424041,2020-09-12,xG_for,0.65,A,9910,Celta Vigo
15,3424041,2020-09-12,xG_ag,0.43,A,9910,Celta Vigo
16,3424042,2020-09-13,xG_for,0.7,H,8385,Cadiz
17,3424042,2020-09-13,xG_ag,0.8,H,8385,Cadiz
18,3424042,2020-09-13,xG_for,0.8,A,8371,Osasuna
19,3424042,2020-09-13,xG_ag,0.7,A,8371,Osasuna
20,3424043,2020-09-12,xG_for,0.42,H,7878,Granada
21,3424043,2020-09-12,xG_ag,0.51,H,7878,Granada
22,3424043,2020-09-12,xG_for,0.51,A,8315,Athletic Club
23,3424043,2020-09-12,xG_ag,0.42,A,8315,Athletic Club
24,3424044,2021-02-10,xG_for,1.6,H,8633,Real Madrid
25,3424044,2021-02-10,xG_ag,0.09,H,8633,Real Madrid
26,3424044,2021-02-10,xG_for,0.09,A,8305,Getafe
27,3424044,2021-02-10,xG_ag,1.6,A,8305,Getafe
28,3424045,2020-09-14,xG_for,1.94,H,10267,Valencia
29,3424045,2020-09-14,xG_ag,2.03,H,10267,Valencia
30,3424045,2020-09-14,xG_for,2.03,A,8581,Levante
31,3424045,2020-09-14,xG_ag,1.94,A,8581,Levante
32,3424046,2020-09-13,xG_for,0.84,H,10281,Real Valladolid
33,3424046,2020-09-13,xG_ag,0.33,H,10281,Real Valladolid
34,3424046,2020-09-13,xG_for,0.33,A,8560,Real Sociedad
35,3424046,2020-09-13,xG_ag,0.84,A,8560,Real Sociedad
36,3424047,2020-09-13,xG_for,2.59,H,10205,Villarreal
37,3424047,2020-09-13,xG_ag,0.63,H,10205,Villarreal
38,3424047,2020-09-13,xG_for,0.63,A,96925,SD Huesca
39,3424047,2020-09-13,xG_ag,2.59,A,96925,SD Huesca
40,3424048,2021-01-07,xG_for,0.63,H,8315,Athletic Club
41,3424048,2021-01-07,xG_ag,1.61,H,8315,Athletic Club
42,3424048,2021-01-07,xG_for,1.61,A,8634,Barcelona
43,3424048,2021-01-07,xG_ag,0.63,A,8634,Barcelona
44,3424049,2020-09-20,xG_for,1.6,H,8603,Real Betis
45,3424049,2020-09-20,xG_ag,0.36,H,8603,Real Betis
46,3424049,2020-09-20,xG_for,0.36,A,10281,Real Valladolid
47,3424049,2020-09-20,xG_ag,1.6,A,10281,Real Valladolid
48,3424050,2020-09-20,xG_for,1.99,H,9910,Celta Vigo
49,3424050,2020-09-20,xG_ag,0.5,H,9910,Celta Vigo
50,3424050,2020-09-20,xG_for,0.5,A,10267,Valencia
51,3424050,2020-09-20,xG_ag,1.99,A,10267,Valencia
52,3424051,2020-09-19,xG_for,0.57,H,8305,Getafe
53,3424051,2020-09-19,xG_ag,0.48,H,8305,Getafe
54,3424051,2020-09-19,xG_for,0.48,A,8371,Osasuna
55,3424051,2020-09-19,xG_ag,0.57,A,8371,Osasuna
56,3424052,2020-09-20,xG_for,2.24,H,7878,Granada
57,3424052,2020-09-20,xG_ag,0.67,H,7878,Granada
58,3424052,2020-09-20,xG_for,0.67,A,9866,Deportivo Alaves
59,3424052,2020-09-20,xG_ag,2.24,A,9866,Deportivo Alaves
60,3424053,2020-09-20,xG_for,0.29,H,96925,SD Huesca
61,3424053,2020-09-20,xG_ag,1.22,H,96925,SD Huesca
62,3424053,2020-09-20,xG_for,1.22,A,8385,Cadiz
63,3424053,2020-09-20,xG_ag,0.29,A,8385,Cadiz
64,3424054,2021-02-18,xG_for,0.63,H,8581,Levante
65,3424054,2021-02-18,xG_ag,1.14,H,8581,Levante
66,3424054,2021-02-18,xG_for,1.14,A,9906,Atletico Madrid
67,3424054,2021-02-18,xG_ag,0.63,A,9906,Atletico Madrid
68,3424055,2020-09-21,xG_for,0.65,H,8560,Real Sociedad
69,3424055,2020-09-21,xG_ag,0.9,H,8560,Real Sociedad
