team_id,team_name,0
8593,Ajax,156
8640,PSV Eindhoven,156
10235,Feyenoord,156
10229,AZ Alkmaar,156
8611,FC Twente,156
9908,FC Utrecht,156
8614,Sparta Rotterdam,156
10228,SC Heerenveen,156
8277,Vitesse,156
10219,RKC Waalwijk,156
6422,Fortuna Sittard,156
8674,FC Groningen,156
