,vol_num,url,cover_url
0,Batman Vol 1 601,https://dc.fandom.com/wiki/Batman_Vol_1_601,https://static.wikia.nocookie.net/marvel_dc/images/9/90/Batman_601.jpg
1,Batman Vol 1 602,https://dc.fandom.com/wiki/Batman_Vol_1_602,https://static.wikia.nocookie.net/marvel_dc/images/6/64/Batman_602.jpg
2,Batman Vol 1 603,https://dc.fandom.com/wiki/Batman_Vol_1_603,https://static.wikia.nocookie.net/marvel_dc/images/8/8d/Batman_603.jpg
3,Batman Vol 1 604,https://dc.fandom.com/wiki/Batman_Vol_1_604,https://static.wikia.nocookie.net/marvel_dc/images/1/13/Batman_604.jpg
4,Batman Vol 1 605,https://dc.fandom.com/wiki/Batman_Vol_1_605,https://static.wikia.nocookie.net/marvel_dc/images/b/bf/Batman_605.jpg
5,Batman Vol 1 606,https://dc.fandom.com/wiki/Batman_Vol_1_606,https://static.wikia.nocookie.net/marvel_dc/images/b/b5/Batman_606.jpg
6,Batman Vol 1 607,https://dc.fandom.com/wiki/Batman_Vol_1_607,https://static.wikia.nocookie.net/marvel_dc/images/e/ef/Batman_607.jpg
7,Batman Vol 1 608,https://dc.fandom.com/wiki/Batman_Vol_1_608,https://static.wikia.nocookie.net/marvel_dc/images/4/41/Batman_608.jpg
8,Batman Vol 1 609,https://dc.fandom.com/wiki/Batman_Vol_1_609,https://static.wikia.nocookie.net/marvel_dc/images/6/69/Batman_609.jpg
9,Batman Vol 1 610,https://dc.fandom.com/wiki/Batman_Vol_1_610,https://static.wikia.nocookie.net/marvel_dc/images/2/27/Batman_610.jpg
10,Batman Vol 1 611,https://dc.fandom.com/wiki/Batman_Vol_1_611,https://static.wikia.nocookie.net/marvel_dc/images/1/1a/Batman_611.jpg
11,Batman Vol 1 612,https://dc.fandom.com/wiki/Batman_Vol_1_612,https://static.wikia.nocookie.net/marvel_dc/images/5/5a/Batman_612.jpg
12,Batman Vol 1 613,https://dc.fandom.com/wiki/Batman_Vol_1_613,https://static.wikia.nocookie.net/marvel_dc/images/c/c7/Batman_613.jpg
13,Batman Vol 1 614,https://dc.fandom.com/wiki/Batman_Vol_1_614,https://static.wikia.nocookie.net/marvel_dc/images/2/2d/Batman_614.jpg
14,Batman Vol 1 615,https://dc.fandom.com/wiki/Batman_Vol_1_615,https://static.wikia.nocookie.net/marvel_dc/images/d/d4/Batman_615.jpg
15,Batman Vol 1 616,https://dc.fandom.com/wiki/Batman_Vol_1_616,https://static.wikia.nocookie.net/marvel_dc/images/5/50/Batman_616.jpg
16,Batman Vol 1 617,https://dc.fandom.com/wiki/Batman_Vol_1_617,https://static.wikia.nocookie.net/marvel_dc/images/7/72/Batman_617.jpg
17,Batman Vol 1 618,https://dc.fandom.com/wiki/Batman_Vol_1_618,https://static.wikia.nocookie.net/marvel_dc/images/c/c4/Batman_618.jpg
18,Batman Vol 1 619,https://dc.fandom.com/wiki/Batman_Vol_1_619,https://static.wikia.nocookie.net/marvel_dc/images/2/20/Batman_Vol_1_619_2nd_Printing.jpg
19,Batman Vol 1 620,https://dc.fandom.com/wiki/Batman_Vol_1_620,https://static.wikia.nocookie.net/marvel_dc/images/a/a7/Batman_620.jpg
20,Batman Vol 1 621,https://dc.fandom.com/wiki/Batman_Vol_1_621,https://static.wikia.nocookie.net/marvel_dc/images/a/aa/Batman_621.jpg
21,Batman Vol 1 622,https://dc.fandom.com/wiki/Batman_Vol_1_622,https://static.wikia.nocookie.net/marvel_dc/images/1/1d/Batman_622.jpg
22,Batman Vol 1 623,https://dc.fandom.com/wiki/Batman_Vol_1_623,https://static.wikia.nocookie.net/marvel_dc/images/8/8d/Batman_623.jpg
23,Batman Vol 1 624,https://dc.fandom.com/wiki/Batman_Vol_1_624,https://static.wikia.nocookie.net/marvel_dc/images/4/43/Batman_624.jpg
24,Batman Vol 1 625,https://dc.fandom.com/wiki/Batman_Vol_1_625,https://static.wikia.nocookie.net/marvel_dc/images/0/0f/Batman_625.jpg
25,Batman Vol 1 626,https://dc.fandom.com/wiki/Batman_Vol_1_626,https://static.wikia.nocookie.net/marvel_dc/images/2/24/Batman_626.jpg
26,Batman Vol 1 627,https://dc.fandom.com/wiki/Batman_Vol_1_627,https://static.wikia.nocookie.net/marvel_dc/images/7/79/Batman_627.jpg
27,Batman Vol 1 628,https://dc.fandom.com/wiki/Batman_Vol_1_628,https://static.wikia.nocookie.net/marvel_dc/images/3/3c/Batman_628.jpg
28,Batman Vol 1 629,https://dc.fandom.com/wiki/Batman_Vol_1_629,https://static.wikia.nocookie.net/marvel_dc/images/0/0f/Batman_629.jpg
29,Batman Vol 1 630,https://dc.fandom.com/wiki/Batman_Vol_1_630,https://static.wikia.nocookie.net/marvel_dc/images/c/c3/Batman_630.jpg
30,Batman Vol 1 631,https://dc.fandom.com/wiki/Batman_Vol_1_631,https://static.wikia.nocookie.net/marvel_dc/images/e/e2/Batman_631.jpg
31,Batman Vol 1 632,https://dc.fandom.com/wiki/Batman_Vol_1_632,https://static.wikia.nocookie.net/marvel_dc/images/6/66/Batman_632.jpg
